TYPE,YEAR,MONTH,DAY,HOUR,MINUTE,HUNDRED_BLOCK,NEIGHBOURHOOD,X,Y
Vehicle Collision or Pedestrian Struck (with Injury),2007,11,25,16,51,E 1ST AVE / WINDERMERE ST,Hastings-Sunrise,497349,5457400
Vehicle Collision or Pedestrian Struck (with Injury),2014,9,2,17,23,E 1ST AVE / WINDERMERE ST,Hastings-Sunrise,497349,5457400
Vehicle Collision or Pedestrian Struck (with Injury),2019,6,5,19,19,E 1ST AVE / WINDERMERE ST,Hastings-Sunrise,497349,5457400
Vehicle Collision or Pedestrian Struck (with Injury),2020,9,14,18,11,E 1ST AVE / WINDERMERE ST,Hastings-Sunrise,497349,5457400
Vehicle Collision or Pedestrian Struck (with Injury),2009,7,3,18,51,E 1ST AVE / WINDERMERE ST,Hastings-Sunrise,497349,5457420
Vehicle Collision or Pedestrian Struck (with Injury),2012,3,9,10,41,E 1ST AVE / WINDERMERE ST,Hastings-Sunrise,497349,5457420
Vehicle Collision or Pedestrian Struck (with Injury),2013,6,20,15,7,E 1ST AVE / WINDERMERE ST,Hastings-Sunrise,497349,5457420
Vehicle Collision or Pedestrian Struck (with Injury),2003,1,25,13,59,E 1ST AVE / WOODLAND DR,Grandview-Woodland,494653,5457431
Vehicle Collision or Pedestrian Struck (with Injury),2003,3,29,1,43,E 1ST AVE / WOODLAND DR,Grandview-Woodland,494653,5457431
Vehicle Collision or Pedestrian Struck (with Injury),2005,11,23,12,45,E 1ST AVE / WOODLAND DR,Grandview-Woodland,494653,5457431
Vehicle Collision or Pedestrian Struck (with Injury),2007,5,27,9,12,E 1ST AVE / WOODLAND DR,Grandview-Woodland,494653,5457431
Vehicle Collision or Pedestrian Struck (with Injury),2007,11,7,0,53,E 1ST AVE / WOODLAND DR,Grandview-Woodland,494653,5457431
Vehicle Collision or Pedestrian Struck (with Injury),2014,7,28,13,45,E 1ST AVE / WOODLAND DR,Grandview-Woodland,494653,5457431
Vehicle Collision or Pedestrian Struck (with Injury),2016,6,19,15,51,E 1ST AVE / WOODLAND DR,Grandview-Woodland,494653,5457431
Vehicle Collision or Pedestrian Struck (with Injury),2017,12,2,22,23,E 1ST AVE / WOODLAND DR,Grandview-Woodland,494653,5457431
Vehicle Collision or Pedestrian Struck (with Injury),2018,5,27,3,44,E 1ST AVE / WOODLAND DR,Grandview-Woodland,494653,5457431
Vehicle Collision or Pedestrian Struck (with Injury),2009,3,13,16,20,E 1ST AVE / WOODLAND DR,Grandview-Woodland,494654,5457432
Vehicle Collision or Pedestrian Struck (with Injury),2009,6,18,18,8,E 1ST AVE / WOODLAND DR,Grandview-Woodland,494654,5457432
Vehicle Collision or Pedestrian Struck (with Injury),2009,7,12,5,53,E 1ST AVE / WOODLAND DR,Grandview-Woodland,494654,5457432
Vehicle Collision or Pedestrian Struck (with Injury),2010,7,24,23,36,E 1ST AVE / WOODLAND DR,Grandview-Woodland,494654,5457432
Vehicle Collision or Pedestrian Struck (with Injury),2006,7,12,17,39,E 1ST AVE OFRP / TRANS CANADA HWY,Hastings-Sunrise,498102,5457074
Vehicle Collision or Pedestrian Struck (with Injury),2011,12,21,22,26,E 1ST AVE OFRP / TRANS CANADA HWY,Hastings-Sunrise,498102,5457074
Vehicle Collision or Pedestrian Struck (with Injury),2012,6,30,12,24,E 1ST AVE OFRP / TRANS CANADA HWY,Hastings-Sunrise,498102,5457074
Vehicle Collision or Pedestrian Struck (with Injury),2010,1,12,17,18,E 1ST AVE ONRP / E 1ST AVE,Hastings-Sunrise,498055,5457419
Vehicle Collision or Pedestrian Struck (with Injury),2004,12,3,21,44,E 1ST AVENUE ONRP / 1 HWY,Hastings-Sunrise,497860,5457779
Vehicle Collision or Pedestrian Struck (with Injury),2004,11,2,19,57,E 20TH AVE / CLARK DR,Kensington-Cedar Cottage,494326,5455543
Vehicle Collision or Pedestrian Struck (with Injury),2011,9,11,18,55,E 20TH AVE / FRASER ST,Riley Park,493451,5455562
Vehicle Collision or Pedestrian Struck (with Injury),2016,3,18,10,56,E 20TH AVE / FRASER ST,Riley Park,493451,5455562
Vehicle Collision or Pedestrian Struck (with Injury),2003,8,14,0,21,E 20TH AVE / KNIGHT ST,Kensington-Cedar Cottage,494467,5455539
Vehicle Collision or Pedestrian Struck (with Injury),2015,3,20,16,26,E 20TH AVE / KNIGHT ST,Kensington-Cedar Cottage,494469,5455539
Vehicle Collision or Pedestrian Struck (with Injury),2018,1,6,23,28,E 20TH AVE / KNIGHT ST,Kensington-Cedar Cottage,494469,5455539
Vehicle Collision or Pedestrian Struck (with Injury),2011,9,7,20,40,E 20TH AVE / MAIN ST,Riley Park,492655,5455584
Vehicle Collision or Pedestrian Struck (with Injury),2020,9,16,15,19,E 20TH AVE / MAIN ST,Riley Park,492655,5455584
Vehicle Collision or Pedestrian Struck (with Injury),2006,7,7,12,26,E 20TH AVE / NANAIMO ST,Kensington-Cedar Cottage,495881,5455510
Vehicle Collision or Pedestrian Struck (with Injury),2011,4,17,16,15,E 20TH AVE / RUPERT ST,Renfrew-Collingwood,497535,5455504
Vehicle Collision or Pedestrian Struck (with Injury),2018,12,12,19,6,E 20TH AVE / RUPERT ST,Renfrew-Collingwood,497535,5455504
Vehicle Collision or Pedestrian Struck (with Injury),2018,2,9,19,10,E 21ST AVE / CLARK DR,Kensington-Cedar Cottage,494324,5455440
Vehicle Collision or Pedestrian Struck (with Injury),2004,10,26,12,10,E 21ST AVE / KNIGHT ST,Kensington-Cedar Cottage,494464,5455439
Vehicle Collision or Pedestrian Struck (with Injury),2016,2,3,13,53,E 21ST AVE / KNIGHT ST,Kensington-Cedar Cottage,494469,5455439
Vehicle Collision or Pedestrian Struck (with Injury),2019,7,4,18,58,E 21ST AVE / KNIGHT ST,Kensington-Cedar Cottage,494469,5455439
Vehicle Collision or Pedestrian Struck (with Injury),2016,2,25,9,30,E 21ST AVE / NANAIMO ST,Kensington-Cedar Cottage,495881,5455418
Vehicle Collision or Pedestrian Struck (with Injury),2006,6,11,14,5,E 21ST AVE / ONTARIO ST,Riley Park,492369,5455460
Vehicle Collision or Pedestrian Struck (with Injury),2019,5,6,8,22,E 21ST AVE / PRINCE EDWARD ST,Riley Park,492966,5455475
Vehicle Collision or Pedestrian Struck (with Injury),2014,10,15,12,59,E 21ST AVE / QUEBEC ST,Riley Park,492513,5455456
Vehicle Collision or Pedestrian Struck (with Injury),2005,2,25,9,12,E 21ST AVE / WINDSOR ST,Kensington-Cedar Cottage,493901,5455454
Vehicle Collision or Pedestrian Struck (with Injury),2019,8,14,9,58,E 22ND AVE / ALICE ST,Kensington-Cedar Cottage,495212,5455280
Vehicle Collision or Pedestrian Struck (with Injury),2004,12,23,7,47,E 22ND AVE / BOUNDARY RD,Renfrew-Collingwood,498268,5455320
Vehicle Collision or Pedestrian Struck (with Injury),2011,7,1,12,17,E 22ND AVE / BOUNDARY RD,Renfrew-Collingwood,498268,5455320
Vehicle Collision or Pedestrian Struck (with Injury),2016,2,20,1,24,E 22ND AVE / BOUNDARY RD,Renfrew-Collingwood,498268,5455320
Vehicle Collision or Pedestrian Struck (with Injury),2021,6,28,15,23,E 22ND AVE / BOUNDARY RD,Renfrew-Collingwood,498268,5455320
Vehicle Collision or Pedestrian Struck (with Injury),2022,1,30,18,8,E 22ND AVE / BOUNDARY RD,Renfrew-Collingwood,498288,5455321
Vehicle Collision or Pedestrian Struck (with Injury),2015,11,22,5,6,E 22ND AVE / BOYD DVRS,Renfrew-Collingwood,496777,5455323
Vehicle Collision or Pedestrian Struck (with Injury),2020,4,7,14,5,E 22ND AVE / BOYD DVRS,Renfrew-Collingwood,496777,5455323
Vehicle Collision or Pedestrian Struck (with Injury),2013,2,12,15,8,E 22ND AVE / BOYD DVRS,Renfrew-Collingwood,496792,5455313
Vehicle Collision or Pedestrian Struck (with Injury),2007,3,31,21,47,E 22ND AVE / FRASER ST,Riley Park,493444,5455363
Vehicle Collision or Pedestrian Struck (with Injury),2011,10,1,15,56,E 22ND AVE / KNIGHT ST,Kensington-Cedar Cottage,494473,5455297
Vehicle Collision or Pedestrian Struck (with Injury),2015,8,6,10,14,E 22ND AVE / LILLOOET ST,Renfrew-Collingwood,497154,5455316
Vehicle Collision or Pedestrian Struck (with Injury),2020,2,10,8,56,E 22ND AVE / LILLOOET ST,Renfrew-Collingwood,497154,5455316
Vehicle Collision or Pedestrian Struck (with Injury),2009,5,14,15,22,E 22ND AVE / MAIN ST,Riley Park,492651,5455360
Vehicle Collision or Pedestrian Struck (with Injury),2008,1,5,21,17,E 22ND AVE / MAIN ST,Riley Park,492651,5455381
Vehicle Collision or Pedestrian Struck (with Injury),2014,10,25,19,25,E 22ND AVE / MAIN ST,Riley Park,492651,5455381
Vehicle Collision or Pedestrian Struck (with Injury),2003,10,12,11,8,E 22ND AVE / NANAIMO ST,Kensington-Cedar Cottage,495880,5455317
Vehicle Collision or Pedestrian Struck (with Injury),2004,12,2,8,20,E 22ND AVE / NANAIMO ST,Kensington-Cedar Cottage,495880,5455317
Vehicle Collision or Pedestrian Struck (with Injury),2013,1,4,16,33,E 22ND AVE / NANAIMO ST,Kensington-Cedar Cottage,495880,5455317
Vehicle Collision or Pedestrian Struck (with Injury),2018,1,23,12,16,E 22ND AVE / NANAIMO ST,Kensington-Cedar Cottage,495880,5455317
Vehicle Collision or Pedestrian Struck (with Injury),2011,1,28,23,4,E 22ND AVE / NANAIMO ST,Renfrew-Collingwood,495881,5455325
Vehicle Collision or Pedestrian Struck (with Injury),2007,7,29,0,23,E 22ND AVE / NOOTKA ST,Renfrew-Collingwood,496972,5455317
Vehicle Collision or Pedestrian Struck (with Injury),2015,1,27,17,35,E 22ND AVE / NOOTKA ST,Renfrew-Collingwood,496972,5455317
Vehicle Collision or Pedestrian Struck (with Injury),2006,9,4,18,55,E 22ND AVE / RENFREW ST,Renfrew-Collingwood,496777,5455323
Vehicle Collision or Pedestrian Struck (with Injury),2014,4,16,13,51,E 22ND AVE / RENFREW ST,Renfrew-Collingwood,496777,5455323
Vehicle Collision or Pedestrian Struck (with Injury),2003,11,7,11,4,E 22ND AVE / RENFREW ST,Renfrew-Collingwood,496779,5455317
Vehicle Collision or Pedestrian Struck (with Injury),2012,5,12,10,15,E 22ND AVE / RENFREW ST,Renfrew-Collingwood,496786,5455323
Vehicle Collision or Pedestrian Struck (with Injury),2013,4,10,13,15,E 22ND AVE / RENFREW ST,Renfrew-Collingwood,496786,5455323
Vehicle Collision or Pedestrian Struck (with Injury),2017,6,11,19,47,E 22ND AVE / RENFREW ST,Renfrew-Collingwood,496786,5455323
Vehicle Collision or Pedestrian Struck (with Injury),2017,7,16,9,24,E 22ND AVE / RENFREW ST,Renfrew-Collingwood,496786,5455323
Vehicle Collision or Pedestrian Struck (with Injury),2017,8,3,20,12,E 22ND AVE / RENFREW ST,Renfrew-Collingwood,496786,5455323
Vehicle Collision or Pedestrian Struck (with Injury),2018,7,25,11,6,E 22ND AVE / RENFREW ST,Renfrew-Collingwood,496786,5455323
Vehicle Collision or Pedestrian Struck (with Injury),2021,6,5,15,21,E 22ND AVE / RENFREW ST,Renfrew-Collingwood,496786,5455323
Vehicle Collision or Pedestrian Struck (with Injury),2005,4,28,23,1,E 22ND AVE / RENFREW ST,Renfrew-Collingwood,496790,5455317
Vehicle Collision or Pedestrian Struck (with Injury),2015,11,9,17,30,E 22ND AVE / RUPERT ST,Renfrew-Collingwood,497535,5455315
Vehicle Collision or Pedestrian Struck (with Injury),2021,9,17,11,9,E 22ND AVE / RUPERT ST,Renfrew-Collingwood,497535,5455315
Vehicle Collision or Pedestrian Struck (with Injury),2013,11,21,21,20,E 22ND AVE / RUPERT ST,Renfrew-Collingwood,497543,5455315
Vehicle Collision or Pedestrian Struck (with Injury),2014,8,25,13,0,E 22ND AVE / SKEENA ST,Renfrew-Collingwood,497924,5455317
Vehicle Collision or Pedestrian Struck (with Injury),2011,3,27,22,40,E 22ND AVE / SLOCAN ST,Renfrew-Collingwood,496389,5455315
Vehicle Collision or Pedestrian Struck (with Injury),2022,5,6,16,44,E 22ND AVE / SLOCAN ST,Renfrew-Collingwood,496389,5455315
Vehicle Collision or Pedestrian Struck (with Injury),2003,5,21,15,36,E 22ND AVE / SLOCAN ST,Renfrew-Collingwood,496389,5455324
Vehicle Collision or Pedestrian Struck (with Injury),2012,4,18,15,27,E 22ND AVE / SLOCAN ST,Renfrew-Collingwood,496389,5455324
Vehicle Collision or Pedestrian Struck (with Injury),2013,1,29,20,51,E 22ND AVE / SLOCAN ST,Renfrew-Collingwood,496389,5455324
Vehicle Collision or Pedestrian Struck (with Injury),2014,10,13,15,1,E 22ND AVE / SLOCAN ST,Renfrew-Collingwood,496389,5455324
Vehicle Collision or Pedestrian Struck (with Injury),2016,2,11,13,2,E 22ND AVE / SLOCAN ST,Renfrew-Collingwood,496389,5455324
Vehicle Collision or Pedestrian Struck (with Injury),2003,3,9,17,50,E 22ND AVE / VICTORIA DR,Kensington-Cedar Cottage,495267,5455279
Vehicle Collision or Pedestrian Struck (with Injury),2004,8,4,18,37,E 22ND AVE / VICTORIA DR,Kensington-Cedar Cottage,495267,5455279
Vehicle Collision or Pedestrian Struck (with Injury),2004,9,1,16,13,E 22ND AVE / VICTORIA DR,Kensington-Cedar Cottage,495267,5455279
Vehicle Collision or Pedestrian Struck (with Injury),2004,9,19,1,12,E 22ND AVE / VICTORIA DR,Kensington-Cedar Cottage,495267,5455279
Vehicle Collision or Pedestrian Struck (with Injury),2006,7,20,16,17,E 22ND AVE / VICTORIA DR,Kensington-Cedar Cottage,495267,5455279
Vehicle Collision or Pedestrian Struck (with Injury),2008,4,1,8,57,E 22ND AVE / VICTORIA DR,Kensington-Cedar Cottage,495267,5455279
Vehicle Collision or Pedestrian Struck (with Injury),2011,10,27,13,55,E 22ND AVE / VICTORIA DR,Kensington-Cedar Cottage,495267,5455279
Vehicle Collision or Pedestrian Struck (with Injury),2015,4,12,21,6,E 22ND AVE / VICTORIA DR,Kensington-Cedar Cottage,495267,5455279
Vehicle Collision or Pedestrian Struck (with Injury),2018,8,9,15,2,E 22ND AVE / VICTORIA DR,Kensington-Cedar Cottage,495267,5455279
Vehicle Collision or Pedestrian Struck (with Injury),2019,11,16,23,0,E 22ND AVE / VICTORIA DR,Kensington-Cedar Cottage,495267,5455279
Vehicle Collision or Pedestrian Struck (with Injury),2006,10,31,15,27,E 22ND AVE / WINDERMERE ST,Renfrew-Collingwood,497336,5455315
Vehicle Collision or Pedestrian Struck (with Injury),2013,7,6,13,6,E 22ND AVE / WINDERMERE ST,Renfrew-Collingwood,497336,5455315
Vehicle Collision or Pedestrian Struck (with Injury),2014,10,6,23,0,E 22ND AVE / WINDERMERE ST,Renfrew-Collingwood,497336,5455315
Vehicle Collision or Pedestrian Struck (with Injury),2018,9,26,17,2,E 22ND AVE / WINDERMERE ST,Renfrew-Collingwood,497336,5455315
Vehicle Collision or Pedestrian Struck (with Injury),2021,11,11,12,7,E 23RD AVE / FRASER ST,Riley Park,493441,5455261
Vehicle Collision or Pedestrian Struck (with Injury),2018,9,25,16,53,E 23RD AVE / KNIGHT ST,Kensington-Cedar Cottage,494459,5455238
Vehicle Collision or Pedestrian Struck (with Injury),2006,10,15,13,53,E 23RD AVE / MAIN ST,Riley Park,492648,5455280
Vehicle Collision or Pedestrian Struck (with Injury),2015,3,6,14,55,E 23RD AVE / MAIN ST,Riley Park,492648,5455280
Vehicle Collision or Pedestrian Struck (with Injury),2016,9,13,13,34,E 23RD AVE / PRINCE ALBERT ST,Kensington-Cedar Cottage,493614,5455259
Vehicle Collision or Pedestrian Struck (with Injury),2018,8,14,7,43,E 24TH AVE / FRASER ST,Riley Park,493439,5455161
Vehicle Collision or Pedestrian Struck (with Injury),2015,8,29,14,7,E 24TH AVE / MAIN ST,Riley Park,492645,5455181
Vehicle Collision or Pedestrian Struck (with Injury),2004,2,24,7,30,E 24TH AVE / NANAIMO ST,Kensington-Cedar Cottage,495878,5455117
Vehicle Collision or Pedestrian Struck (with Injury),2014,9,11,16,3,E 24TH AVE / NANAIMO ST,Kensington-Cedar Cottage,495878,5455117
Vehicle Collision or Pedestrian Struck (with Injury),2014,11,3,18,24,E 24TH AVE / NANAIMO ST,Kensington-Cedar Cottage,495878,5455117
Vehicle Collision or Pedestrian Struck (with Injury),2015,1,30,13,45,E 24TH AVE / NANAIMO ST,Kensington-Cedar Cottage,495878,5455117
Vehicle Collision or Pedestrian Struck (with Injury),2020,5,26,20,44,E 24TH AVE / NANAIMO ST,Kensington-Cedar Cottage,495878,5455117
Vehicle Collision or Pedestrian Struck (with Injury),2018,3,11,12,51,E 24TH AVE / ONTARIO ST,Riley Park,492360,5455205
Vehicle Collision or Pedestrian Struck (with Injury),2017,3,28,17,6,E 24TH AVE / PENTICTON ST,Renfrew-Collingwood,496198,5455118
Vehicle Collision or Pedestrian Struck (with Injury),2008,5,28,6,47,E 25TH AVE / ATLIN ST,Renfrew-Collingwood,496664,5455016
Vehicle Collision or Pedestrian Struck (with Injury),2009,10,29,18,25,E 25TH AVE / BOUNDARY RD,Renfrew-Collingwood,498267,5455016
Vehicle Collision or Pedestrian Struck (with Injury),2008,9,6,19,0,E 25TH AVE / KASLO ST,Renfrew-Collingwood,496572,5455017
Vehicle Collision or Pedestrian Struck (with Injury),2014,3,10,9,34,E 25TH AVE / NOOTKA ST,Renfrew-Collingwood,496970,5455014
Vehicle Collision or Pedestrian Struck (with Injury),2003,12,13,18,39,E 25TH AVE / RUPERT ST,Renfrew-Collingwood,497534,5455011
Vehicle Collision or Pedestrian Struck (with Injury),2008,4,20,13,53,E 25TH AVE / RUPERT ST,Renfrew-Collingwood,497542,5455011
Vehicle Collision or Pedestrian Struck (with Injury),2003,5,5,15,24,E 25TH AVE / VICTORIA DR,Kensington-Cedar Cottage,495263,5455083
Vehicle Collision or Pedestrian Struck (with Injury),2017,12,13,10,20,E 25TH AVE / VICTORIA DR,Kensington-Cedar Cottage,495263,5455083
Vehicle Collision or Pedestrian Struck (with Injury),2008,10,30,8,40,E 26TH AVE / ELGIN ST,Kensington-Cedar Cottage,493982,5454997
Vehicle Collision or Pedestrian Struck (with Injury),2010,12,21,14,10,E 26TH AVE / FRASER ST,Kensington-Cedar Cottage,493438,5454986
Vehicle Collision or Pedestrian Struck (with Injury),2008,12,6,14,15,E 26TH AVE / GLEN DR,Kensington-Cedar Cottage,494038,5454996
Vehicle Collision or Pedestrian Struck (with Injury),2010,7,18,18,43,E 26TH AVE / MAIN ST,Riley Park,492640,5454983
Vehicle Collision or Pedestrian Struck (with Injury),2006,12,19,10,3,E 26TH AVE / MAIN ST,Riley Park,492640,5455028
Vehicle Collision or Pedestrian Struck (with Injury),2009,3,12,7,40,E 26TH AVE / QUEBEC ST,Riley Park,492487,5455034
Vehicle Collision or Pedestrian Struck (with Injury),2007,12,8,23,49,E 26TH AVE / RUPERT ST,Renfrew-Collingwood,497533,5454925
Vehicle Collision or Pedestrian Struck (with Injury),2008,9,1,5,0,E 26TH AVE / RUPERT ST,Renfrew-Collingwood,497542,5454925
Vehicle Collision or Pedestrian Struck (with Injury),2006,7,18,13,8,E 26TH AVE / SLOCAN ST,Renfrew-Collingwood,496386,5454927
Vehicle Collision or Pedestrian Struck (with Injury),2012,9,6,19,9,E 27TH AVE / FRASER ST,Riley Park,493435,5454875
Vehicle Collision or Pedestrian Struck (with Injury),2017,9,28,16,15,E 27TH AVE / FRASER ST,Riley Park,493435,5454875
Vehicle Collision or Pedestrian Struck (with Injury),2003,4,29,21,40,E 27TH AVE / GLADSTONE ST,Kensington-Cedar Cottage,495603,5454885
Vehicle Collision or Pedestrian Struck (with Injury),2007,1,3,10,17,E 27TH AVE / INVERNESS ST,Kensington-Cedar Cottage,494169,5454860
Vehicle Collision or Pedestrian Struck (with Injury),2008,2,24,11,2,E 27TH AVE / KNIGHT ST,Kensington-Cedar Cottage,494451,5454854
Vehicle Collision or Pedestrian Struck (with Injury),2015,10,2,22,7,E 27TH AVE / KNIGHT ST,Kensington-Cedar Cottage,494451,5454854
Vehicle Collision or Pedestrian Struck (with Injury),2005,7,29,18,41,E 27TH AVE / NANAIMO ST,Kensington-Cedar Cottage,495876,5454835
Vehicle Collision or Pedestrian Struck (with Injury),2003,12,16,20,56,E 27TH AVE / RUPERT ST,Renfrew-Collingwood,497532,5454829
Vehicle Collision or Pedestrian Struck (with Injury),2020,6,6,14,22,E 27TH AVE / RUPERT ST,Renfrew-Collingwood,497541,5454829
Vehicle Collision or Pedestrian Struck (with Injury),2006,1,17,15,20,E 27TH AVE / SIDNEY ST,Kensington-Cedar Cottage,495434,5454887
Vehicle Collision or Pedestrian Struck (with Injury),2003,10,30,12,14,E 27TH AVE / SKEENA ST,Renfrew-Collingwood,497922,5454825
Vehicle Collision or Pedestrian Struck (with Injury),2004,10,19,14,50,E 27TH AVE / SLOCAN ST,Renfrew-Collingwood,496386,5454834
Vehicle Collision or Pedestrian Struck (with Injury),2004,10,23,18,0,E 27TH AVE / VICTORIA DR,Kensington-Cedar Cottage,495260,5454889
Vehicle Collision or Pedestrian Struck (with Injury),2017,6,5,20,52,E 27TH AVE / WINDERMERE ST,Renfrew-Collingwood,497333,5454832
Vehicle Collision or Pedestrian Struck (with Injury),2018,5,28,8,31,E 27TH AVE / WINDERMERE ST,Renfrew-Collingwood,497333,5454832
Vehicle Collision or Pedestrian Struck (with Injury),2015,7,17,18,6,E 28TH AVE / ELGIN ST,Kensington-Cedar Cottage,493978,5454745
Vehicle Collision or Pedestrian Struck (with Injury),2004,10,15,8,36,E 28TH AVE / FRASER ST,Riley Park,493434,5454756
Vehicle Collision or Pedestrian Struck (with Injury),2008,1,10,17,17,E 28TH AVE / FRASER ST,Riley Park,493434,5454756
Vehicle Collision or Pedestrian Struck (with Injury),2011,11,27,0,45,E 28TH AVE / FRASER ST,Riley Park,493434,5454756
Vehicle Collision or Pedestrian Struck (with Injury),2017,12,28,19,59,E 28TH AVE / FRASER ST,Riley Park,493434,5454756
Vehicle Collision or Pedestrian Struck (with Injury),2015,5,29,22,40,E 28TH AVE / KNIGHT ST,Kensington-Cedar Cottage,494448,5454740
Vehicle Collision or Pedestrian Struck (with Injury),2015,9,8,9,44,E 28TH AVE / KNIGHT ST,Kensington-Cedar Cottage,494448,5454740
Vehicle Collision or Pedestrian Struck (with Injury),2015,12,8,17,24,E 28TH AVE / KNIGHT ST,Kensington-Cedar Cottage,494448,5454740
